player_id,name,position,team_name,team_id
22236,Rafael Leão,Midfielder,Portugal,27
1864,Pedro Neto,Attacker,Portugal,27
41585,Gonçalo Ramos,Attacker,Portugal,27
874,Cristiano Ronaldo,Attacker,Portugal,27
41112,Trincão,Attacker,Portugal,27
38735,S. Dest,Midfielder,USA,2384
19549,A. Robinson,Midfielder,USA,2384
362400,M. Arfsten,Midfielder,USA,2384
201713,S. Berhalter,Midfielder,USA,2384
415,W. McKennie,Midfielder,USA,2384
161921,G. Reyna,Attacker,USA,2384
51114,C. Roldan,Midfielder,USA,2384
162037,M. Tillman,Midfielder,USA,2384
1150,T. Adams,Midfielder,USA,2384
1138,T. Weah,Attacker,USA,2384
35885,A. Zendejas,Attacker,USA,2384
50739,B. Aaronson,Midfielder,USA,2384
138835,F. Balogun,Attacker,USA,2384
73868,R. Pepi,Attacker,USA,2384
17,C. Pulisic,Attacker,USA,2384
427,H. Wright,Attacker,USA,2384
